,No,year,month,day,hour,season,PM_Taiyuanjie,PM_US Post,PM_Xiaoheyan,DEWP,HUMI,PRES,TEMP,cbwd,Iws,precipitation,Iprec,date,city_avg_cn
51171,51172,2015,11,3,3,3,175.0,243.0,261.0,3.0,75.67,1023.0,7.0,SE,22.0,0.0,0.0,2015-11-03,218.0
51172,51173,2015,11,3,4,3,172.0,217.0,248.0,3.0,81.06,1023.0,6.0,SE,25.0,0.0,0.0,2015-11-03,210.0
51173,51174,2015,11,3,5,3,167.0,212.0,263.0,3.0,81.06,1023.0,6.0,SE,27.0,0.0,0.0,2015-11-03,215.0
51174,51175,2015,11,3,6,3,171.0,223.0,244.0,4.0,86.99,1023.0,6.0,SE,30.0,0.0,0.0,2015-11-03,207.5
51176,51177,2015,11,3,8,3,161.0,208.0,254.0,4.0,70.88,1024.0,9.0,SE,35.0,0.0,0.0,2015-11-03,207.5
51177,51178,2015,11,3,9,3,140.0,210.0,201.0,5.0,58.29,1024.0,13.0,SE,38.0,0.0,0.0,2015-11-03,170.5
51178,51179,2015,11,3,10,3,111.0,160.0,112.0,1.0,36.17,1024.0,16.0,SW,5.0,0.0,0.0,2015-11-03,111.5
51179,51180,2015,11,3,11,3,116.0,111.0,110.0,1.0,33.95,1024.0,17.0,SW,11.0,0.0,0.0,2015-11-03,113.0
51180,51181,2015,11,3,12,3,115.0,115.0,103.0,0.0,29.65,1023.0,18.0,SW,18.0,0.0,0.0,2015-11-03,109.0
51181,51182,2015,11,3,13,3,142.0,111.0,98.0,-1.0,25.89,1023.0,19.0,SW,24.0,0.0,0.0,2015-11-03,120.0
51182,51183,2015,11,3,14,3,153.0,123.0,98.0,0.0,27.85,1023.0,19.0,SW,30.0,0.0,0.0,2015-11-03,125.5
51183,51184,2015,11,3,15,3,113.0,149.0,107.0,1.0,31.87,1022.0,18.0,SW,36.0,0.0,0.0,2015-11-03,110.0
51184,51185,2015,11,3,16,3,109.0,124.0,114.0,1.0,33.95,1023.0,17.0,SW,41.0,0.0,0.0,2015-11-03,111.5
51185,51186,2015,11,3,17,3,145.0,120.0,133.0,3.0,47.46,1023.0,14.0,SW,44.0,0.0,0.0,2015-11-03,139.0
51186,51187,2015,11,3,18,3,118.0,126.0,132.0,4.0,54.35,1023.0,13.0,SE,3.0,0.0,0.0,2015-11-03,125.0
51187,51188,2015,11,3,19,3,109.0,134.0,120.0,4.0,54.35,1023.0,13.0,SW,4.0,0.0,0.0,2015-11-03,114.5
51188,51189,2015,11,3,20,3,87.0,123.0,101.0,4.0,54.35,1023.0,13.0,SE,3.0,0.0,0.0,2015-11-03,94.0
51189,51190,2015,11,3,21,3,71.0,102.0,82.0,4.0,66.27,1023.0,10.0,SW,2.0,0.0,0.0,2015-11-03,76.5
51190,51191,2015,11,3,22,3,61.0,85.0,65.0,3.0,57.77,1024.0,11.0,SW,5.0,0.0,0.0,2015-11-03,63.0
51191,51192,2015,11,3,23,3,56.0,82.0,54.0,2.0,57.51,1024.0,10.0,SE,3.0,0.0,0.0,2015-11-03,55.0
51192,51193,2015,11,4,0,3,52.0,60.0,51.0,0.0,46.58,1023.0,11.0,SE,7.0,0.0,0.0,2015-11-04,51.5
51193,51194,2015,11,4,1,3,54.0,54.0,54.0,2.0,53.81,1023.0,11.0,SE,11.0,0.0,0.0,2015-11-04,54.0
51194,51195,2015,11,4,2,3,50.0,59.0,55.0,4.0,58.03,1023.0,12.0,SE,15.0,0.0,0.0,2015-11-04,52.5
51195,51196,2015,11,4,3,3,48.0,57.0,54.0,5.0,62.24,1023.0,12.0,SW,5.0,0.0,0.0,2015-11-04,51.0
51196,51197,2015,11,4,4,3,50.0,55.0,52.0,5.0,62.24,1023.0,12.0,SW,10.0,0.0,0.0,2015-11-04,51.0
51197,51198,2015,11,4,5,3,51.0,56.0,52.0,5.0,62.24,1023.0,12.0,SW,14.0,0.0,0.0,2015-11-04,51.5
51198,51199,2015,11,4,6,3,52.0,54.0,57.0,5.0,66.49,1023.0,11.0,SW,18.0,0.0,0.0,2015-11-04,54.5
51199,51200,2015,11,4,7,3,51.0,48.0,60.0,5.0,66.49,1024.0,11.0,SW,21.0,0.0,0.0,2015-11-04,55.5
51200,51201,2015,11,4,8,3,51.0,58.0,60.0,5.0,58.29,1024.0,13.0,SW,25.0,0.0,0.0,2015-11-04,55.5
51201,51202,2015,11,4,9,3,77.0,58.0,64.0,5.0,51.2,1024.0,15.0,SW,31.0,0.0,0.0,2015-11-04,70.5
51202,51203,2015,11,4,10,3,72.0,57.0,73.0,5.0,48.03,1025.0,16.0,SW,39.0,0.0,0.0,2015-11-04,72.5
51203,51204,2015,11,4,11,3,87.0,74.0,89.0,5.0,45.07,1024.0,17.0,SW,46.0,0.0,0.0,2015-11-04,88.0
51204,51205,2015,11,4,12,3,95.0,88.0,98.0,3.0,36.77,1023.0,18.0,SW,54.0,0.0,0.0,2015-11-04,96.5
51205,51206,2015,11,4,13,3,96.0,109.0,97.0,4.0,37.06,1023.0,19.0,SW,61.0,0.0,0.0,2015-11-04,96.5
51206,51207,2015,11,4,14,3,94.0,103.0,107.0,5.0,42.32,1023.0,18.0,SW,69.0,0.0,0.0,2015-11-04,100.5
51207,51208,2015,11,4,15,3,96.0,105.0,108.0,6.0,45.36,1023.0,18.0,SW,75.0,0.0,0.0,2015-11-04,102.0
51208,51209,2015,11,4,16,3,99.0,112.0,108.0,6.0,51.48,1023.0,16.0,SW,80.0,0.0,0.0,2015-11-04,103.5
51209,51210,2015,11,4,17,3,102.0,109.0,120.0,6.0,58.54,1023.0,14.0,SW,83.0,0.0,0.0,2015-11-04,111.0
51210,51211,2015,11,4,18,3,102.0,139.0,132.0,6.0,62.48,1023.0,13.0,SW,85.0,0.0,0.0,2015-11-04,117.0
51211,51212,2015,11,4,19,3,110.0,113.0,136.0,6.0,66.71,1024.0,12.0,cv,1.0,0.0,0.0,2015-11-04,123.0
51212,51213,2015,11,4,20,3,123.0,136.0,129.0,7.0,71.47,1024.0,12.0,SW,2.0,0.0,0.0,2015-11-04,126.0
51213,51214,2015,11,4,21,3,147.0,136.0,131.0,7.0,81.61,1024.0,10.0,cv,0.0,0.0,0.0,2015-11-04,139.0
51214,51215,2015,11,4,22,3,151.0,143.0,136.0,7.0,81.61,1025.0,10.0,cv,0.0,0.0,0.0,2015-11-04,143.5
51216,51217,2015,11,5,0,3,136.0,153.0,145.0,8.0,81.75,1025.0,11.0,SE,2.0,0.0,0.0,2015-11-05,140.5
51218,51219,2015,11,5,2,3,24.0,164.0,32.0,1.0,57.25,1027.0,9.0,NW,8.0,0.3,0.9,2015-11-05,28.0
51219,51220,2015,11,5,3,3,20.0,41.0,24.0,-4.0,39.63,1027.0,9.0,NW,18.0,0.0,0.0,2015-11-05,22.0
51220,51221,2015,11,5,4,3,19.0,30.0,19.0,-3.0,45.7,1029.0,8.0,NW,28.0,0.0,0.0,2015-11-05,19.0
51222,51223,2015,11,5,6,3,14.0,27.0,17.0,-2.0,60.51,1031.0,5.0,NW,43.0,0.0,0.0,2015-11-05,15.5
51223,51224,2015,11,5,7,3,15.0,17.0,16.0,1.0,80.78,1033.0,4.0,NW,52.0,0.0,0.0,2015-11-05,15.5
51224,51225,2015,11,5,8,3,19.0,15.0,18.0,-1.0,74.96,1034.0,3.0,NW,59.0,0.0,0.0,2015-11-05,18.5
51225,51226,2015,11,5,9,3,23.0,22.0,25.0,-3.0,60.25,1035.0,4.0,NW,67.0,0.0,0.0,2015-11-05,24.0
51226,51227,2015,11,5,10,3,32.0,31.0,32.0,-4.0,52.13,1035.0,5.0,NW,75.0,0.0,0.0,2015-11-05,32.0
51227,51228,2015,11,5,11,3,40.0,52.0,39.0,-10.0,32.81,1035.0,5.0,NW,82.0,0.0,0.0,2015-11-05,39.5
51228,51229,2015,11,5,12,3,41.0,70.0,44.0,-12.0,27.97,1035.0,5.0,NW,90.0,0.0,0.0,2015-11-05,42.5
51229,51230,2015,11,5,13,3,51.0,70.0,52.0,-13.0,25.79,1034.0,5.0,NW,97.0,0.0,0.0,2015-11-05,51.5
51230,51231,2015,11,5,14,3,51.0,84.0,58.0,-13.0,25.79,1033.0,5.0,NW,104.0,0.0,0.0,2015-11-05,54.5
51231,51232,2015,11,5,15,3,57.0,81.0,63.0,-14.0,25.49,1034.0,4.0,NW,112.0,0.0,0.0,2015-11-05,60.0
51232,51233,2015,11,5,16,3,61.0,90.0,65.0,-14.0,25.49,1034.0,4.0,NE,7.0,0.0,0.0,2015-11-05,63.0
51233,51234,2015,11,5,17,3,75.0,94.0,78.0,-15.0,23.48,1035.0,4.0,NW,6.0,0.0,0.0,2015-11-05,76.5
51234,51235,2015,11,5,18,3,100.0,101.0,95.0,-15.0,25.19,1035.0,3.0,NW,13.0,0.0,0.0,2015-11-05,97.5
51235,51236,2015,11,5,19,3,137.0,118.0,136.0,-15.0,25.19,1035.0,3.0,NW,19.0,0.0,0.0,2015-11-05,136.5
51236,51237,2015,11,5,20,3,192.0,154.0,196.0,-16.0,23.18,1035.0,3.0,NW,25.0,0.0,0.0,2015-11-05,194.0
51237,51238,2015,11,5,21,3,245.0,210.0,230.0,-18.0,21.03,1035.0,2.0,NW,32.0,,,2015-11-05,237.5
51238,51239,2015,11,5,22,3,293.0,229.0,215.0,-18.0,22.6,1035.0,1.0,NW,39.0,,,2015-11-05,254.0
51240,51241,2015,11,6,0,3,212.0,201.0,162.0,-18.0,22.6,1035.0,1.0,NE,13.0,,,2015-11-06,187.0
51242,51243,2015,11,6,2,3,145.0,147.0,110.0,-17.0,24.59,1035.0,1.0,NE,25.0,0.0,0.0,2015-11-06,127.5
51243,51244,2015,11,6,3,3,166.0,130.0,130.0,-17.0,24.59,1035.0,1.0,NE,32.0,,,2015-11-06,148.0
51244,51245,2015,11,6,4,3,148.0,156.0,137.0,-17.0,26.44,1034.0,0.0,NW,5.0,,,2015-11-06,142.5
51245,51246,2015,11,6,5,3,122.0,153.0,108.0,-15.0,31.25,1035.0,0.0,NW,11.0,,,2015-11-06,115.0
51246,51247,2015,11,6,6,3,105.0,129.0,100.0,-17.0,26.44,1034.0,0.0,NE,7.0,0.0,0.0,2015-11-06,102.5
51247,51248,2015,11,6,7,3,110.0,114.0,103.0,-17.0,26.44,1035.0,0.0,NE,14.0,0.0,0.0,2015-11-06,106.5
51248,51249,2015,11,6,8,3,135.0,119.0,109.0,-16.0,26.75,1034.0,1.0,NE,21.0,0.0,0.0,2015-11-06,122.0
51249,51250,2015,11,6,9,3,119.0,118.0,127.0,-16.0,26.75,1034.0,1.0,NE,28.0,0.0,0.0,2015-11-06,123.0
51250,51251,2015,11,6,10,3,127.0,126.0,133.0,-16.0,24.89,1034.0,2.0,NE,35.0,0.0,0.0,2015-11-06,130.0
51251,51252,2015,11,6,11,3,137.0,144.0,138.0,-16.0,24.89,1033.0,2.0,NE,43.0,0.0,0.0,2015-11-06,137.5
51252,51253,2015,11,6,12,3,140.0,147.0,134.0,-16.0,23.18,1033.0,3.0,NW,6.0,0.0,0.0,2015-11-06,137.0
51253,51254,2015,11,6,13,3,144.0,138.0,143.0,-16.0,21.6,1032.0,4.0,NE,7.0,0.0,0.0,2015-11-06,143.5
51254,51255,2015,11,6,14,3,149.0,147.0,138.0,-17.0,19.87,1032.0,4.0,NE,14.0,0.0,0.0,2015-11-06,143.5
51255,51256,2015,11,6,15,3,159.0,140.0,168.0,-17.0,19.87,1032.0,4.0,NW,7.0,0.0,0.0,2015-11-06,163.5
51256,51257,2015,11,6,16,3,174.0,174.0,173.0,-18.0,18.25,1032.0,4.0,NE,6.0,0.0,0.0,2015-11-06,173.5
51257,51258,2015,11,6,17,3,237.0,185.0,177.0,-17.0,19.87,1032.0,4.0,NE,11.0,0.0,0.0,2015-11-06,207.0
51258,51259,2015,11,6,18,3,247.0,193.0,221.0,-16.0,21.6,1032.0,4.0,NE,17.0,0.0,0.0,2015-11-06,234.0
51259,51260,2015,11,6,19,3,269.0,206.0,268.0,-12.0,30.0,1032.0,4.0,NE,23.0,0.0,0.0,2015-11-06,268.5
51260,51261,2015,11,6,20,3,246.0,230.0,274.0,-12.0,30.0,1032.0,4.0,NE,30.0,0.0,0.0,2015-11-06,260.0
51261,51262,2015,11,6,21,3,218.0,246.0,230.0,-10.0,35.19,1032.0,4.0,NE,36.0,0.0,0.0,2015-11-06,224.0
51262,51263,2015,11,6,22,3,254.0,228.0,232.0,-13.0,27.66,1032.0,4.0,NE,41.0,0.0,0.0,2015-11-06,243.0
51263,51264,2015,11,6,23,3,272.0,263.0,267.0,-7.0,51.27,1031.0,2.0,NE,46.0,0.0,0.0,2015-11-06,269.5
51264,51265,2015,11,7,0,3,283.0,291.0,274.0,-12.0,32.19,1031.0,3.0,NW,4.0,0.0,0.0,2015-11-07,278.5
51265,51266,2015,11,7,1,3,396.0,289.0,321.0,-14.0,27.36,1030.0,3.0,NE,5.0,0.0,0.0,2015-11-07,358.5
51266,51267,2015,11,7,2,3,462.0,315.0,377.0,-12.0,34.56,1030.0,2.0,NE,10.0,0.0,0.0,2015-11-07,419.5
51267,51268,2015,11,7,3,3,461.0,359.0,394.0,-8.0,50.97,1029.0,1.0,NW,4.0,0.0,0.0,2015-11-07,427.5
51268,51269,2015,11,7,4,3,479.0,368.0,421.0,-9.0,43.88,1029.0,2.0,NW,9.0,0.0,0.0,2015-11-07,450.0
51269,51270,2015,11,7,5,3,460.0,405.0,435.0,-10.0,40.55,1029.0,2.0,NW,14.0,0.0,0.0,2015-11-07,447.5
51270,51271,2015,11,7,6,3,440.0,402.0,418.0,-9.0,43.88,1028.0,2.0,NW,19.0,0.0,0.0,2015-11-07,429.0
51271,51272,2015,11,7,7,3,436.0,378.0,407.0,-9.0,43.88,1028.0,2.0,NE,4.0,0.0,0.0,2015-11-07,421.5
51272,51273,2015,11,7,8,3,414.0,380.0,407.0,-9.0,43.88,1028.0,2.0,NW,5.0,0.0,0.0,2015-11-07,410.5
51273,51274,2015,11,7,9,3,384.0,377.0,411.0,-5.0,64.18,1028.0,1.0,NW,9.0,0.0,0.0,2015-11-07,397.5
51274,51275,2015,11,7,10,3,343.0,383.0,381.0,-4.0,69.21,1027.0,1.0,NW,12.0,0.0,0.0,2015-11-07,362.0
51275,51276,2015,11,7,11,3,308.0,370.0,325.0,-3.0,74.59,1028.0,1.0,NW,15.0,0.0,0.0,2015-11-07,316.5
51276,51277,2015,11,7,12,3,288.0,358.0,317.0,-3.0,80.19,1028.0,0.0,NW,20.0,0.0,0.0,2015-11-07,302.5
51277,51278,2015,11,7,13,3,337.0,318.0,320.0,-2.0,86.37,1027.0,0.0,NW,25.0,0.0,0.0,2015-11-07,328.5
51278,51279,2015,11,7,14,3,277.0,351.0,306.0,-2.0,92.91,1027.0,-1.0,NW,31.0,0.0,0.0,2015-11-07,291.5
51279,51280,2015,11,7,15,3,288.0,345.0,320.0,-2.0,92.91,1027.0,-1.0,NW,36.0,0.0,0.0,2015-11-07,304.0
51280,51281,2015,11,7,16,3,291.0,372.0,319.0,-2.0,92.91,1027.0,-1.0,NW,40.0,0.0,0.0,2015-11-07,305.0
51281,51282,2015,11,7,17,3,289.0,364.0,317.0,-2.0,92.91,1026.0,-1.0,NW,45.0,0.0,0.0,2015-11-07,303.0
51282,51283,2015,11,7,18,3,277.0,361.0,299.0,-1.0,92.96,1026.0,0.0,NW,49.0,0.0,0.0,2015-11-07,288.0
51283,51284,2015,11,7,19,3,266.0,348.0,296.0,-1.0,92.96,1026.0,0.0,NW,52.0,0.0,0.0,2015-11-07,281.0
51284,51285,2015,11,7,20,3,256.0,322.0,278.0,-1.0,92.96,1026.0,0.0,NW,56.0,,,2015-11-07,267.0
51285,51286,2015,11,7,21,3,283.0,312.0,306.0,-1.0,92.96,1026.0,0.0,NW,60.0,,,2015-11-07,294.5
51286,51287,2015,11,7,22,3,287.0,312.0,309.0,-1.0,92.96,1026.0,0.0,NW,64.0,,,2015-11-07,298.0
51287,51288,2015,11,7,23,3,294.0,327.0,320.0,-1.0,92.96,1025.0,0.0,NW,69.0,,,2015-11-07,307.0
51288,51289,2015,11,8,0,3,320.0,326.0,330.0,-1.0,92.96,1025.0,0.0,NW,71.0,,,2015-11-08,325.0
51289,51290,2015,11,8,1,3,428.0,337.0,413.0,-1.0,92.96,1025.0,0.0,NW,73.0,,,2015-11-08,420.5
51290,51291,2015,11,8,2,3,525.0,405.0,517.0,-1.0,92.96,1024.0,0.0,NW,76.0,,,2015-11-08,521.0
51291,51292,2015,11,8,3,3,624.0,469.0,584.0,-1.0,92.96,1024.0,0.0,NW,79.0,,,2015-11-08,604.0
51292,51293,2015,11,8,4,3,647.0,549.0,657.0,-1.0,92.96,1024.0,0.0,NW,82.0,,,2015-11-08,652.0
51293,51294,2015,11,8,5,3,755.0,581.0,787.0,-2.0,86.37,1024.0,0.0,NW,87.0,,,2015-11-08,771.0
51294,51295,2015,11,8,6,3,864.0,643.0,928.0,-3.0,80.19,1023.0,0.0,NW,91.0,,,2015-11-08,896.0
51295,51296,2015,11,8,7,3,911.0,699.0,989.0,-3.0,80.19,1023.0,0.0,NW,95.0,,,2015-11-08,950.0
51296,51297,2015,11,8,8,3,939.0,733.0,1116.0,-3.0,80.19,1024.0,0.0,NW,98.0,,,2015-11-08,1027.5
51299,51300,2015,11,8,11,3,1028.0,717.0,1157.0,-4.0,74.41,1023.0,0.0,NW,106.0,,,2015-11-08,1092.5
51300,51301,2015,11,8,12,3,1118.0,756.0,1228.0,-4.0,74.41,1022.0,0.0,NW,109.0,,,2015-11-08,1173.0
51301,51302,2015,11,8,13,3,1251.0,794.0,1359.0,-3.0,80.19,1022.0,0.0,NW,111.0,,,2015-11-08,1305.0
51302,51303,2015,11,8,14,3,1166.0,862.0,1361.0,-4.0,74.41,1022.0,0.0,NW,114.0,,,2015-11-08,1263.5
51303,51304,2015,11,8,15,3,1042.0,864.0,1253.0,-3.0,86.26,1023.0,-1.0,NW,117.0,,,2015-11-08,1147.5
51304,51305,2015,11,8,16,3,1001.0,810.0,1165.0,-2.0,100.0,1023.0,-2.0,NW,120.0,,,2015-11-08,1083.0
51305,51306,2015,11,8,17,3,987.0,787.0,1091.0,-2.0,92.91,1023.0,-1.0,NW,123.0,,,2015-11-08,1039.0
51306,51307,2015,11,8,18,3,976.0,759.0,1074.0,-2.0,92.91,1023.0,-1.0,NW,125.0,,,2015-11-08,1025.0
51307,51308,2015,11,8,19,3,1041.0,730.0,1084.0,-3.0,86.26,1023.0,-1.0,NW,127.0,,,2015-11-08,1062.5
51308,51309,2015,11,8,20,3,925.0,747.0,1051.0,-3.0,86.26,1024.0,-1.0,NE,1.0,,,2015-11-08,988.0
51309,51310,2015,11,8,21,3,819.0,674.0,947.0,-3.0,86.26,1024.0,-1.0,NW,2.0,,,2015-11-08,883.0
51310,51311,2015,11,8,22,3,697.0,618.0,802.0,-4.0,80.04,1024.0,-1.0,NE,1.0,,,2015-11-08,749.5
51311,51312,2015,11,8,23,3,483.0,565.0,573.0,-3.0,86.26,1024.0,-1.0,NE,3.0,,,2015-11-08,528.0
51312,51313,2015,11,9,0,3,348.0,451.0,462.0,-3.0,86.26,1024.0,-1.0,NW,3.0,,,2015-11-09,405.0
51313,51314,2015,11,9,1,3,331.0,343.0,371.0,-3.0,92.85,1024.0,-2.0,NW,5.0,,,2015-11-09,351.0
51314,51315,2015,11,9,2,3,248.0,343.0,282.0,-3.0,92.85,1024.0,-2.0,NW,7.0,,,2015-11-09,265.0
51315,51316,2015,11,9,3,3,254.0,281.0,252.0,-4.0,86.15,1024.0,-2.0,NW,9.0,,,2015-11-09,253.0
51316,51317,2015,11,9,4,3,255.0,266.0,274.0,-4.0,86.15,1024.0,-2.0,NW,11.0,,,2015-11-09,264.5
51317,51318,2015,11,9,5,3,242.0,292.0,300.0,-4.0,86.15,1024.0,-2.0,NW,13.0,,,2015-11-09,271.0
51318,51319,2015,11,9,6,3,235.0,324.0,316.0,-4.0,86.15,1025.0,-2.0,NW,15.0,,,2015-11-09,275.5
51319,51320,2015,11,9,7,3,219.0,341.0,266.0,-4.0,86.15,1025.0,-2.0,NW,18.0,,,2015-11-09,242.5
51324,51325,2015,11,9,12,3,256.0,322.0,296.0,-5.0,69.0,1025.0,0.0,NE,8.0,,,2015-11-09,276.0
51325,51326,2015,11,9,13,3,296.0,307.0,288.0,-5.0,69.0,1025.0,0.0,NE,10.0,,,2015-11-09,292.0
51326,51327,2015,11,9,14,3,327.0,310.0,319.0,-5.0,64.18,1025.0,1.0,NE,12.0,,,2015-11-09,323.0
51327,51328,2015,11,9,15,3,324.0,345.0,406.0,-5.0,69.0,1026.0,0.0,SW,2.0,,,2015-11-09,365.0
51329,51330,2015,11,9,17,3,384.0,369.0,371.0,-5.0,69.0,1027.0,0.0,SE,4.0,,,2015-11-09,377.5
51330,51331,2015,11,9,18,3,393.0,402.0,370.0,-4.0,86.15,1027.0,-2.0,SE,6.0,,,2015-11-09,381.5
51331,51332,2015,11,9,19,3,390.0,408.0,375.0,-4.0,86.15,1028.0,-2.0,SE,8.0,,,2015-11-09,382.5
51332,51333,2015,11,9,20,3,403.0,398.0,400.0,-4.0,92.79,1028.0,-3.0,cv,1.0,,,2015-11-09,401.5
51333,51334,2015,11,9,21,3,400.0,406.0,411.0,-5.0,86.04,1029.0,-3.0,NW,1.0,,,2015-11-09,405.5
51334,51335,2015,11,9,22,3,383.0,382.0,372.0,-5.0,92.73,1029.0,-4.0,NE,1.0,,,2015-11-09,377.5
51335,51336,2015,11,9,23,3,303.0,360.0,329.0,-6.0,85.93,1029.0,-4.0,NE,4.0,,,2015-11-09,316.0
51336,51337,2015,11,10,0,3,291.0,318.0,275.0,-5.0,92.73,1029.0,-4.0,NE,6.0,,,2015-11-10,283.0
51337,51338,2015,11,10,1,3,307.0,268.0,343.0,-6.0,85.93,1029.0,-4.0,NE,7.0,,,2015-11-10,325.0
51338,51339,2015,11,10,2,3,280.0,317.0,313.0,-6.0,92.67,1030.0,-5.0,NW,2.0,,,2015-11-10,296.5
51339,51340,2015,11,10,3,3,280.0,297.0,314.0,-7.0,85.82,1030.0,-5.0,NE,2.0,,,2015-11-10,297.0
51340,51341,2015,11,10,4,3,292.0,311.0,304.0,-7.0,92.61,1030.0,-6.0,NE,4.0,,,2015-11-10,298.0
51341,51342,2015,11,10,5,3,276.0,310.0,307.0,-7.0,92.61,1030.0,-6.0,NE,6.0,,,2015-11-10,291.5
51342,51343,2015,11,10,6,3,247.0,316.0,287.0,-7.0,92.61,1030.0,-6.0,NE,9.0,,,2015-11-10,267.0
51343,51344,2015,11,10,7,3,243.0,285.0,242.0,-5.0,92.73,1031.0,-4.0,NW,2.0,,,2015-11-10,242.5
51344,51345,2015,11,10,8,3,214.0,280.0,190.0,-4.0,86.15,1031.0,-2.0,NW,4.0,,,2015-11-10,202.0
51345,51346,2015,11,10,9,3,180.0,218.0,143.0,-4.0,86.15,1031.0,-2.0,NE,3.0,,,2015-11-10,161.5
51346,51347,2015,11,10,10,3,147.0,169.0,135.0,-4.0,80.04,1031.0,-1.0,NW,3.0,,,2015-11-10,141.0
51347,51348,2015,11,10,11,3,126.0,132.0,122.0,-4.0,74.41,1031.0,0.0,NE,3.0,,,2015-11-10,124.0
51349,51350,2015,11,10,13,3,114.0,152.0,130.0,-4.0,74.41,1030.0,0.0,NE,3.0,,,2015-11-10,122.0
51350,51351,2015,11,10,14,3,118.0,161.0,110.0,-4.0,74.41,1030.0,0.0,NE,7.0,,,2015-11-10,114.0
51351,51352,2015,11,10,15,3,91.0,132.0,82.0,-4.0,74.41,1030.0,0.0,NE,11.0,,,2015-11-10,86.5
51352,51353,2015,11,10,16,3,72.0,108.0,73.0,-5.0,69.0,1030.0,0.0,NE,15.0,,,2015-11-10,72.5
51353,51354,2015,11,10,17,3,74.0,93.0,75.0,-4.0,80.04,1030.0,-1.0,NE,19.0,,,2015-11-10,74.5
51354,51355,2015,11,10,18,3,76.0,85.0,76.0,-4.0,74.41,1030.0,0.0,NE,22.0,,,2015-11-10,76.0
51355,51356,2015,11,10,19,3,76.0,93.0,76.0,-4.0,80.04,1030.0,-1.0,NE,26.0,,,2015-11-10,76.0
51356,51357,2015,11,10,20,3,74.0,89.0,79.0,-4.0,80.04,1030.0,-1.0,NE,30.0,,,2015-11-10,76.5
51357,51358,2015,11,10,21,3,82.0,95.0,87.0,-4.0,80.04,1030.0,-1.0,NE,34.0,,,2015-11-10,84.5
51358,51359,2015,11,10,22,3,89.0,94.0,93.0,-4.0,80.04,1030.0,-1.0,NE,38.0,,,2015-11-10,91.0
51359,51360,2015,11,10,23,3,94.0,106.0,98.0,-4.0,80.04,1030.0,-1.0,NE,41.0,,,2015-11-10,96.0
51360,51361,2015,11,11,0,3,91.0,105.0,95.0,-4.0,80.04,1031.0,-1.0,NW,2.0,,,2015-11-11,93.0
51361,51362,2015,11,11,1,3,85.0,104.0,93.0,-4.0,80.04,1031.0,-1.0,NE,2.0,,,2015-11-11,89.0
51362,51363,2015,11,11,2,3,82.0,94.0,86.0,-4.0,86.15,1031.0,-2.0,NE,5.0,,,2015-11-11,84.0
51363,51364,2015,11,11,3,3,81.0,96.0,87.0,-4.0,86.15,1031.0,-2.0,NE,7.0,,,2015-11-11,84.0
51364,51365,2015,11,11,4,3,83.0,89.0,101.0,-4.0,80.04,1031.0,-1.0,SE,2.0,,,2015-11-11,92.0
51366,51367,2015,11,11,6,3,111.0,114.0,125.0,-5.0,79.89,1031.0,-2.0,SE,2.0,,,2015-11-11,118.0
51367,51368,2015,11,11,7,3,117.0,131.0,121.0,-4.0,86.15,1032.0,-2.0,NE,2.0,,,2015-11-11,119.0
51368,51369,2015,11,11,8,3,125.0,138.0,130.0,-4.0,86.15,1032.0,-2.0,NE,4.0,,,2015-11-11,127.5
51369,51370,2015,11,11,9,3,118.0,149.0,118.0,-4.0,80.04,1033.0,-1.0,NW,3.0,,,2015-11-11,118.0
51371,51372,2015,11,11,11,3,107.0,141.0,96.0,-4.0,74.41,1033.0,0.0,NE,7.0,,,2015-11-11,101.5
51372,51373,2015,11,11,12,3,109.0,118.0,99.0,-3.0,74.59,1032.0,1.0,NE,9.0,,,2015-11-11,104.0
51373,51374,2015,11,11,13,3,109.0,122.0,104.0,-3.0,69.43,1032.0,2.0,NE,11.0,,,2015-11-11,106.5
51374,51375,2015,11,11,14,3,115.0,140.0,110.0,-3.0,64.66,1032.0,3.0,NE,12.0,0.0,0.0,2015-11-11,112.5
51375,51376,2015,11,11,15,3,107.0,123.0,101.0,-3.0,64.66,1032.0,3.0,NE,14.0,,,2015-11-11,104.0
51376,51377,2015,11,11,16,3,105.0,119.0,96.0,-3.0,69.43,1032.0,2.0,NE,16.0,,,2015-11-11,100.5
51377,51378,2015,11,11,17,3,119.0,122.0,108.0,-3.0,74.59,1032.0,1.0,NE,17.0,,,2015-11-11,113.5
51378,51379,2015,11,11,18,3,139.0,154.0,118.0,-2.0,92.91,1032.0,-1.0,SW,2.0,,,2015-11-11,128.5
51379,51380,2015,11,11,19,3,163.0,192.0,129.0,-3.0,92.85,1032.0,-2.0,SW,3.0,,,2015-11-11,146.0
51380,51381,2015,11,11,20,3,167.0,188.0,136.0,-3.0,100.0,1032.0,-3.0,SW,4.0,,,2015-11-11,151.5
51381,51382,2015,11,11,21,3,181.0,213.0,163.0,-4.0,92.79,1032.0,-3.0,SW,5.0,,,2015-11-11,172.0
51382,51383,2015,11,11,22,3,191.0,200.0,186.0,-3.0,100.0,1032.0,-3.0,SE,1.0,,,2015-11-11,188.5
51383,51384,2015,11,11,23,3,201.0,210.0,199.0,-2.0,100.0,1032.0,-2.0,SE,2.0,,,2015-11-11,200.0
